"scientific_name","datetime","description","place_guess","latitude","longitude","tag_list","common_name","url","image_url","user_login","id","species_guess","iconic_taxon_name","taxon_id","id_please","num_identification_agreements","num_identification_disagreements","observed_on_string","observed_on","time_observed_at","time_zone","positional_accuracy","geoprivacy","positioning_method","positioning_device","out_of_range","user_id","created_at","updated_at","quality_grade","license","oauth_application_id","captive_cultivated","date"
"Sialia currucoides","2013-08-04 00:00:00 -0800","","Mt Rainier Sunrise",46.916433,-121.643656,"","Mountain Bluebird","http://www.inaturalist.org/observations/869236","http://static.inaturalist.org/photos/1103221/medium.jpg?1444348995","hawnzd",869236,"Mountain Bluebird","Aves",12936,"false",1,0,"2013-08-04","2013-08-04","","Pacific Time (US & Canada)",NA,"","","","true",51931,"2014-09-09 19:28:26 -0500","2015-09-10 02:38:26 -0500","research","CC-BY-NC",NA,"false",2013-08-04 00:00:00
"Callospermophilus saturatus","2014-07-20 00:00:00 -0800","","Mt Fremont Trail ",46.923641,-121.67264,"","Cascade Golden-mantled Ground Squirrel","http://www.inaturalist.org/observations/868217","http://static.inaturalist.org/photos/1101763/medium.jpg?1444346337","hawnzd",868217,"Cascade Golden-mantled Ground Squirrel","Mammalia",180009,"false",2,0,"2014-07-20","2014-07-20","","Pacific Time (US & Canada)",NA,"","","","false",51931,"2014-09-09 03:16:44 -0500","2015-09-10 02:46:37 -0500","research","CC-BY-NC",NA,"false",2014-07-20 00:00:00
"Ochotona princeps","2014-07-25 00:00:00 -0800","Found multiple times at same location on the Sourdough Ridge Trail right outside Frozen Lake.  Can be differentiated by a small nick in its right ear. ","Frozen Lake Mt Rainier National Park",46.919244,-121.664603,"","American Pika","http://www.inaturalist.org/observations/868211","http://static.inaturalist.org/photos/1101754/medium.jpg?1444346303","hawnzd",868211,"American Pika","Mammalia",43188,"false",3,0,"2014-07-25","2014-07-25","","Pacific Time (US & Canada)",1,"","","","true",51931,"2014-09-09 02:59:32 -0500","2015-09-10 02:46:26 -0500","research","CC-BY-NC",NA,"false",2014-07-25 00:00:00
"Marmota caligata","2014-07-25 00:00:00 -0800","","Frozen Lake Mt Rainier National Park",46.919244,-121.664603,"","Hoary Marmot","http://www.inaturalist.org/observations/868209","http://static.inaturalist.org/photos/1101748/medium.jpg?1444346283","hawnzd",868209,"Hoary Marmot","Mammalia",46087,"false",1,0,"2014-07-25","2014-07-25","","Pacific Time (US & Canada)",1,"","","","false",51931,"2014-09-09 02:55:27 -0500","2015-09-10 02:46:22 -0500","research","CC-BY-NC",NA,"false",2014-07-25 00:00:00
"Marmota caligata","2014-09-06 00:00:00 +0800","one of many sunny themselves in the alpine meadows above Paradise","Paradise, WA",46.791333,-121.73932,"","Hoary Marmot","http://www.inaturalist.org/observations/867092","http://static.inaturalist.org/photos/1100036/medium.jpg?1410152346","mrfish33",867092,"Hoary Marmot","Mammalia",46087,"false",2,0,"2014-09-06","2014-09-06","","Hong Kong",434,"","","","false",35478,"2014-09-07 23:59:03 -0500","2014-10-17 18:41:35 -0500","research","CC-BY-NC",NA,"false",2014-09-06 00:00:00
"Anthus rubescens","2014-09-06 00:00:00 +0800","one of many pipits running through the grass and hopping from rock to rock, unafraid of people","Paradise, WA",46.794595,-121.738129,"","American Pipit","http://www.inaturalist.org/observations/867056","http://static.inaturalist.org/photos/1099988/medium.jpg?1410149101","mrfish33",867056,"Anthus rubescens","Aves",13732,"false",1,0,"2014-09-06","2014-09-06","","Hong Kong",261,"","","","false",35478,"2014-09-07 23:04:55 -0500","2014-10-17 18:41:32 -0500","research","CC-BY-NC",NA,"false",2014-09-06 00:00:00
"Ochotona princeps","2014-09-02 00:00:00 -0800","I first noticed the ""hay stack""/den in the talus field. Then I heard it call out and waited to see if I could get a visual. I saw it dash across the rocks.  I continued hiking and when I passed back by it was sitting in the open. Sudden rain caused us both to run for cover. ","Mt Rainier National Park: Sunrise",46.917138,-121.679684,"","American Pika","http://www.inaturalist.org/observations/865063","http://static.inaturalist.org/photos/1097616/medium.jpg?1444341870","hawnzd",865063,"American Pika","Mammalia",43188,"false",3,0,"2014-09-02","2014-09-02","","Pacific Time (US & Canada)",NA,"","","","true",51931,"2014-09-07 02:54:22 -0500","2015-09-10 02:45:17 -0500","research","CC-BY-NC",NA,"false",2014-09-02 00:00:00
"Lepturobosca chrysocoma","2014-09-02 00:00:00 -0800","Found on flower next to trail. ","Mt. Rainier National Park: Sunrise",46.918788,-121.652658,"","","http://www.inaturalist.org/observations/865060","http://static.inaturalist.org/photos/1097614/medium.jpg?1444341863","hawnzd",865060,"Lepturobosca chrysocoma","Insecta",332243,"false",0,0,"2014-09-02","2014-09-02","","Pacific Time (US & Canada)",NA,"","","","",51931,"2014-09-07 02:47:26 -0500","2015-09-10 02:45:13 -0500","needs_id","CC-BY-NC",NA,"false",2014-09-02 00:00:00
"Marmota caligata","2014-08-28 17:58:37 -0700","<i>Marmota caligata</i> Hoary marmot 

This marmot was very peaceful, even though it had been alerted to my presence by hte whistle of another nearby marmot. It was a pleasure to watch it munch away in the meadow for a few minutes.

Paradise Glacier Trail, Mount Rainier National Park
Elevation 1860 meters (6100 feet)

Hiking and botanize in Reflection Lakes and Paradise area of Mount Rainier as part of <a href=""http://www.meadowatch.org/about.html"" rel=""nofollow"">MeadoWatch</a>
159
","Paradise Inn, Washington, United States",46.79522,-121.713721,"","Hoary Marmot","http://www.inaturalist.org/observations/858447","http://static.inaturalist.org/photos/1088759/medium.jpg?1444332973","brewbooks",858447,"Hoary Marmot","Mammalia",46087,"false",4,0,"2014-08-28 17:58:37","2014-08-28","2014-08-28 19:58:37 -0500","Pacific Time (US & Canada)",NA,"","","","false",8641,"2014-09-02 02:21:52 -0500","2015-05-03 11:19:05 -0500","research","CC-BY",NA,"false",2014-08-28 17:58:37
"Tamiasciurus douglasii","2014-08-17 00:00:00 -0800","","Mount Rainier National Park, Glacier Basin Trail",46.902189,-121.654202,"","Douglas Squirrel","http://www.inaturalist.org/observations/842224","","dreierj",842224,"Douglas' Squirrel","Mammalia",46259,"false",0,0,"2014-08-17","2014-08-17","","Pacific Time (US & Canada)",342,"","","manual","false",11673,"2014-08-21 22:07:04 -0500","2014-10-11 21:50:49 -0500","casual","",NA,"false",2014-08-17 00:00:00
"Cyanocitta stelleri","2014-08-17 00:00:00 -0800","","Mount Rainier National Park, Glacier Basin Trail",46.902189,-121.654202,"","Steller's Jay","http://www.inaturalist.org/observations/842223","","dreierj",842223,"Steller's Jay","Aves",8234,"false",0,0,"2014-08-17","2014-08-17","","Pacific Time (US & Canada)",342,"","","manual","false",11673,"2014-08-21 22:07:04 -0500","2014-10-11 21:50:48 -0500","casual","",NA,"false",2014-08-17 00:00:00
"Perisoreus canadensis","2014-08-17 00:00:00 -0800","","Mount Rainier National Park, Glacier Basin Trail",46.902189,-121.654202,"","Gray Jay","http://www.inaturalist.org/observations/842222","","dreierj",842222,"Gray jay","Aves",8335,"false",0,0,"2014-08-17","2014-08-17","","Pacific Time (US & Canada)",342,"","","manual","true",11673,"2014-08-21 22:07:03 -0500","2014-10-11 21:50:44 -0500","casual","",NA,"false",2014-08-17 00:00:00
"Marmota caligata","2014-07-19 15:20:01 -0700","","sunrise visitors center wa",46.91709,-121.666632,"","Hoary Marmot","http://www.inaturalist.org/observations/835441","http://static.inaturalist.org/photos/1056368/medium.JPG?1408316598","dgreenberger",835441,"Marmota caligata","Mammalia",46087,"false",2,0,"2014-07-19 3:20:01 PM PDT","2014-07-19","2014-07-19 17:20:01 -0500","Pacific Time (US & Canada)",181,"","gps","gps","false",24754,"2014-08-17 18:02:52 -0500","2014-10-17 17:56:14 -0500","research","CC-BY-NC",NA,"false",2014-07-19 15:20:01
"Tamias amoenus","2014-07-19 15:38:44 -0700","","sunrise visitors center wa",46.918497,-121.665988,"","Yellow-pine Chipmunk","http://www.inaturalist.org/observations/835440","http://static.inaturalist.org/photos/1056367/medium.JPG?1408316589","dgreenberger",835440,"Tamias amoenus","Mammalia",46228,"false",1,0,"2014-07-19 3:38:44 PM PDT","2014-07-19","2014-07-19 17:38:44 -0500","Pacific Time (US & Canada)",45,"","gps","gps","false",24754,"2014-08-17 18:02:51 -0500","2014-10-17 17:56:14 -0500","research","CC-BY-NC",NA,"false",2014-07-19 15:38:44
"Callospermophilus saturatus","2014-07-19 15:41:43 -0700","","sunrise visitors center wa",46.918614,-121.664915,"","Cascade Golden-mantled Ground Squirrel","http://www.inaturalist.org/observations/835439","http://static.inaturalist.org/photos/1056366/medium.JPG?1408316581","dgreenberger",835439,"Spermophilus saturatus","Mammalia",180009,"false",1,0,"2014-07-19 3:41:43 PM PDT","2014-07-19","2014-07-19 17:41:43 -0500","Pacific Time (US & Canada)",90,"","gps","gps","false",24754,"2014-08-17 18:02:50 -0500","2014-10-17 17:56:14 -0500","research","CC-BY-NC",NA,"false",2014-07-19 15:41:43
"Dendragapus fuliginosus","2014-07-18 00:00:00 -0800","","Mt Raininer National Park",46.853704,-121.75895,"","Sooty Grouse","http://www.inaturalist.org/observations/832241","http://static.inaturalist.org/photos/1052249/medium.JPG?1408127282","bellen",832241,"Sooty Grouse","Aves",72797,"false",2,0,"2014-07-18","2014-07-18","","Pacific Time (US & Canada)",13713,"","","","true",18346,"2014-08-15 13:27:57 -0500","2014-10-17 17:52:27 -0500","research","CC-BY-NC",NA,"false",2014-07-18 00:00:00
"Odocoileus","2014-07-18 00:00:00 -0800","it's a deer.","mountain ranier",46.892254,-121.705856,"","Mule and Whitetail Deer","http://www.inaturalist.org/observations/827867","http://static.inaturalist.org/photos/1044887/medium.jpg?1407825445","suhjane0205",827867,"Mule and Whitetail Deer (Genus Odocoileus)","Mammalia",42219,"true",0,0,"2014-07-18","2014-07-18","","Pacific Time (US & Canada)",726,"","","","",44193,"2014-08-12 01:37:22 -0500","2014-08-14 01:04:02 -0500","needs_id","CC-BY-NC",NA,"false",2014-07-18 00:00:00
"Rana cascadae","2014-07-12 16:37:13 -0700","<i>Rana cascada</i>  Cascade Frog
Hiking from Paradise down to Reflection Lake.
Mount Rainier National Park.
","Paradise, Washington, United States",46.7391476148,-121.6618511347,"","Cascades Frog","http://www.inaturalist.org/observations/783493","http://static.inaturalist.org/photos/984392/medium.jpg?1444647956","brewbooks",783493,"Rana cascadae","Amphibia",25592,"true",1,0,"2014-07-12 16:37:13","2014-07-12","2014-07-12 18:37:13 -0500","Pacific Time (US & Canada)",NA,"","","","false",8641,"2014-07-14 01:40:57 -0500","2015-05-12 21:27:17 -0500","research","CC-BY",NA,"false",2014-07-12 16:37:13
"Tenebrionidae","2014-07-11 00:00:00 -0800","","Sunrise Mt. Rainier",46.916311,-121.643624,"","Darkling Beetles","http://www.inaturalist.org/observations/782555","http://static.inaturalist.org/photos/983223/medium.jpg?1405297093","johngcramer",782555,"Darkling Beetles","Insecta",53816,"false",1,0,"2014-07-11","2014-07-11","","Pacific Time (US & Canada)",NA,"","","","",710,"2014-07-13 19:18:01 -0500","2014-10-18 22:38:32 -0500","needs_id","",NA,"false",2014-07-11 00:00:00
"Pterygota","2014-07-11 00:00:00 -0800","","Sourdough Ridge Trail, Mt. Rainier",46.918638,-121.647647,"","Winged and Once-winged Insects","http://www.inaturalist.org/observations/782534","http://static.inaturalist.org/photos/983195/medium.jpg?1405296263","johngcramer",782534,"Winged and Once-winged Insects","Insecta",184884,"false",3,0,"2014-07-11","2014-07-11","","Pacific Time (US & Canada)",NA,"","","","",710,"2014-07-13 19:04:20 -0500","2015-08-01 23:30:24 -0500","needs_id","",NA,"false",2014-07-11 00:00:00
"Marmota caligata","2014-07-11 00:00:00 -0800","","Sourdough Ridge Trail, Mt. Rainier",46.919502,-121.659062,"","Hoary Marmot","http://www.inaturalist.org/observations/779468","http://static.inaturalist.org/photos/979566/medium.jpg?1405191208","johngcramer",779468,"Hoary Marmot","Mammalia",46087,"false",3,0,"2014-07-11","2014-07-11","","Pacific Time (US & Canada)",NA,"","","","false",710,"2014-07-12 13:44:44 -0500","2014-10-18 22:35:32 -0500","research","",NA,"false",2014-07-11 00:00:00
"Callospermophilus saturatus","2014-07-11 00:00:00 -0800","It was carrying some bedding material in its mouth.","Sourdough Ridge Trail, Mt. Rainier",46.919209,-121.656745,"","Cascade Golden-mantled Ground Squirrel","http://www.inaturalist.org/observations/779422","http://static.inaturalist.org/photos/987823/medium.jpg?1405455897","johngcramer",779422,"Cascade Golden-mantled Ground Squirrel","Mammalia",180009,"false",1,0,"2014-07-11","2014-07-11","","Pacific Time (US & Canada)",NA,"","","","false",710,"2014-07-12 13:06:34 -0500","2015-08-02 20:20:06 -0500","research","",NA,"false",2014-07-11 00:00:00
"Cervus elaphus","2014-07-11 00:00:00 -0800","Saw a herd of about 8 elk along the road to Sunrise Lodge at about 4:45am","Sunrise, Mt. Rainier",46.913365,-121.589143,"","Elk","http://www.inaturalist.org/observations/779401","http://static.inaturalist.org/photos/979407/medium.jpg?1405188124","johngcramer",779401,"Elk","Mammalia",42206,"false",1,0,"2014-07-11","2014-07-11","","Pacific Time (US & Canada)",NA,"","","","false",710,"2014-07-12 13:02:00 -0500","2014-10-18 22:35:30 -0500","research","",NA,"false",2014-07-11 00:00:00
"Odocoileus hemionus columbianus","2014-07-11 00:00:00 -0800","","Sunrise, Mt. Rainier",46.917117,-121.643474,"","Columbian Black-tailed Deer","http://www.inaturalist.org/observations/779322","http://static.inaturalist.org/photos/979382/medium.jpg?1405187480","johngcramer",779322,"Black-tailed Deer","Mammalia",42221,"false",1,0,"2014-07-11","2014-07-11","","Pacific Time (US & Canada)",362,"","","","",710,"2014-07-12 12:51:11 -0500","2014-10-18 22:35:28 -0500","research","",NA,"false",2014-07-11 00:00:00
"Oreamnos americanus","2014-07-11 00:00:00 -0800","Saw a herd of 6 mountain goats resting on a snow bank below the Sourdough Ridge Trail.","Sourdough Ridge Trail, Mt. Rainier",46.919796,-121.65387,"","Mountain Goat","http://www.inaturalist.org/observations/779280","http://static.inaturalist.org/photos/979348/medium.jpg?1405186524","johngcramer",779280,"Mountain Goat","Mammalia",42414,"false",2,0,"2014-07-11","2014-07-11","","Pacific Time (US & Canada)",NA,"","","","true",710,"2014-07-12 12:35:21 -0500","2014-10-18 22:35:25 -0500","research","",NA,"false",2014-07-11 00:00:00
"Tamias amoenus","2014-07-10 00:00:00 -0800","","Emmons Moraine Trail",46.895441,-121.677674,"","Yellow-pine Chipmunk","http://www.inaturalist.org/observations/779257","http://static.inaturalist.org/photos/979309/medium.jpg?1405185217","johngcramer",779257,"Yellow-pine Chipmunk","Mammalia",46228,"false",1,0,"2014-07-10","2014-07-10","","Pacific Time (US & Canada)",NA,"","","","false",710,"2014-07-12 12:13:32 -0500","2014-10-18 22:35:25 -0500","research","",NA,"false",2014-07-10 00:00:00
"Rheumaptera hastata","2014-07-10 00:00:00 -0800","","Ohanapecosh, Mt. Rainier National Park",46.737575,-121.562164,"","Spear-Marked Black Moth","http://www.inaturalist.org/observations/779236","http://static.inaturalist.org/photos/979285/medium.jpg?1405183730","johngcramer",779236,"Argent and Sable Moths","Insecta",205039,"false",1,0,"2014-07-10","2014-07-10","","Pacific Time (US & Canada)",NA,"","","","",710,"2014-07-12 11:48:47 -0500","2014-10-18 22:35:24 -0500","research","",NA,"false",2014-07-10 00:00:00
"Spizella passerina","2014-07-11 00:00:00 -0800","","Sourdough Ridge Trail, Mt. Rainier",46.918564,-121.628936,"","Chipping Sparrow","http://www.inaturalist.org/observations/779188","http://static.inaturalist.org/photos/979223/medium.jpg?1405182512","johngcramer",779188,"Chipping Sparrow","Aves",9135,"false",1,0,"2014-07-11","2014-07-11","","Pacific Time (US & Canada)",3020,"","","","false",710,"2014-07-12 11:28:28 -0500","2014-10-18 22:35:21 -0500","research","",NA,"false",2014-07-11 00:00:00
"Nucifraga columbiana","2014-07-11 00:00:00 -0800","","Sunrise, Mt. Rainier",46.9187,-121.648495,"","Clark's Nutcracker","http://www.inaturalist.org/observations/779156","http://static.inaturalist.org/photos/979177/medium.jpg?1405181733","johngcramer",779156,"Clark's Nutcracker","Aves",8520,"false",1,0,"2014-07-11","2014-07-11","","Pacific Time (US & Canada)",NA,"","","","false",710,"2014-07-12 11:15:28 -0500","2014-10-18 22:35:19 -0500","research","",NA,"false",2014-07-11 00:00:00
"Plebejus icarioides","2014-07-10 00:00:00 -0800","","Emmons Moraine Trail",46.897494,-121.672267,"","Boisduval's Blue","http://www.inaturalist.org/observations/779125","http://static.inaturalist.org/photos/979168/medium.JPG?1405181110","johngcramer",779125,"Boisduval's Blue","Insecta",59164,"false",1,0,"2014-07-10","2014-07-10","","Pacific Time (US & Canada)",707,"","","","",710,"2014-07-12 11:05:06 -0500","2015-05-13 19:04:11 -0500","research","",NA,"false",2014-07-10 00:00:00
"Polygonia gracilis","2014-07-10 00:00:00 -0800","","Emmons Moraine Trail",46.897494,-121.672267,"","Hoary Comma","http://www.inaturalist.org/observations/779124","http://static.inaturalist.org/photos/979164/medium.JPG?1405180578","johngcramer",779124,"Hoary Comma","Insecta",50391,"false",1,0,"2014-07-10","2014-07-10","","Pacific Time (US & Canada)",707,"","","","",710,"2014-07-12 10:56:13 -0500","2015-05-13 19:04:12 -0500","research","",NA,"false",2014-07-10 00:00:00
"Polyommatinae","2014-07-10 00:00:00 -0800","","Emmons Moraine Trail",46.897494,-121.672267,"","Blues","http://www.inaturalist.org/observations/779123","http://static.inaturalist.org/photos/979162/medium.JPG?1405180224","johngcramer",779123,"Blues","Insecta",58558,"false",1,0,"2014-07-10","2014-07-10","","Pacific Time (US & Canada)",707,"","","","",710,"2014-07-12 10:50:20 -0500","2015-05-13 19:04:12 -0500","needs_id","",NA,"false",2014-07-10 00:00:00
"Harpaphe haydeniana","2014-06-10 00:00:00 -0800","","Ohanapecosh, Mt. Rainier National Park",46.736339,-121.565941,"","Yellow-spotted Millipede","http://www.inaturalist.org/observations/738347","http://static.inaturalist.org/photos/927865/medium.jpg?1402861946","johngcramer",738347,"yellow-spotted millipede","Animalia",47737,"false",2,0,"2014-06-10","2014-06-10","","Pacific Time (US & Canada)",NA,"","","","",710,"2014-06-15 14:52:18 -0500","2014-10-18 21:52:18 -0500","research","",NA,"false",2014-06-10 00:00:00
"Canidae","2014-05-17 00:00:00 -0800","","Mount Rainier",46.853704,-121.75895,"","Dogs, Wolves, Foxes, & Jackals","http://www.inaturalist.org/observations/732460","http://static.inaturalist.org/photos/920310/medium.jpg?1402530481","kiana",732460,"Dogs","Mammalia",42043,"false",3,0,"2014-05-17","2014-05-17","","Pacific Time (US & Canada)",13713,"","","","",34666,"2014-06-11 18:47:58 -0500","2015-10-18 17:38:08 -0500","needs_id","CC-BY-NC",NA,"false",2014-05-17 00:00:00
"Phasianidae","2014-05-17 00:00:00 -0800","I think...","Mount Rainier",46.853704,-121.75895,"","Pheasants, Grouse, and Allies","http://www.inaturalist.org/observations/732459","http://static.inaturalist.org/photos/920309/medium.jpg?1402530442","kiana",732459,"Pheasants, Grouse, and Allies","Aves",574,"false",2,0,"2014-05-17","2014-05-17","","Pacific Time (US & Canada)",13713,"","","","",34666,"2014-06-11 18:47:17 -0500","2014-10-18 21:46:25 -0500","needs_id","CC-BY-NC",NA,"false",2014-05-17 00:00:00
"Monadenia fidelis","2014-05-31 00:00:00 -0800","","Ohanapecosh, Mt. Rainier National Park",46.737345,-121.562838,"","Pacific sideband","http://www.inaturalist.org/observations/713437","http://static.inaturalist.org/photos/896251/medium.jpg?1401745694","johngcramer",713437,"Monadenia fidelis","Mollusca",62803,"false",1,0,"2014-05-31","2014-05-31","","Pacific Time (US & Canada)",NA,"","","","",710,"2014-06-02 16:48:03 -0500","2015-04-15 06:19:36 -0500","research","",NA,"false",2014-05-31 00:00:00
"Dendragapus fuliginosus","2012-09-28 18:34:44 -0400","","Mount Rainier National Park, Pierce, Washington, United States",46.7864783333,-121.7452633333,"","Sooty Grouse","http://www.inaturalist.org/observations/713320","http://static.inaturalist.org/photos/896147/medium.JPG?1401742263","caseyzill",713320,"Sooty Grouse","Aves",72797,"false",1,0,"2012-09-28 18:34:44","2012-09-28","2012-09-28 17:34:44 -0500","Eastern Time (US & Canada)",NA,"","","","true",40726,"2014-06-02 15:50:53 -0500","2014-10-18 21:28:15 -0500","research","CC-BY-NC",NA,"false",2012-09-28 18:34:44
"Perisoreus canadensis","2012-09-28 18:06:41 -0400","","Mount Rainier National Park, Pierce, Washington, United States",46.787325,-121.74582,"","Gray Jay","http://www.inaturalist.org/observations/713319","http://static.inaturalist.org/photos/896146/medium.JPG?1401742260","caseyzill",713319,"Gray Jay","Aves",8335,"false",2,0,"2012-09-28 18:06:41","2012-09-28","2012-09-28 17:06:41 -0500","Eastern Time (US & Canada)",NA,"","","","true",40726,"2014-06-02 15:50:52 -0500","2014-10-18 21:28:15 -0500","research","CC-BY-NC",NA,"false",2012-09-28 18:06:41
"Odocoileus hemionus","2012-09-28 18:07:42 -0400","","Mount Rainier National Park, Pierce, Washington, United States",46.7873716667,-121.745745,"","Mule Deer","http://www.inaturalist.org/observations/713318","http://static.inaturalist.org/photos/896145/medium.JPG?1401742257","caseyzill",713318,"Black-tailed Deer","Mammalia",42220,"false",1,0,"2012-09-28 18:07:42","2012-09-28","2012-09-28 17:07:42 -0500","Eastern Time (US & Canada)",NA,"","","","false",40726,"2014-06-02 15:50:50 -0500","2014-10-18 21:28:15 -0500","research","CC-BY-NC",NA,"false",2012-09-28 18:07:42
"Buteo jamaicensis","2014-05-31 00:00:00 -0800","","Stevens Canyon Rd, Mt. Rainier National Park",46.759049,-121.646829,"","Red-tailed Hawk","http://www.inaturalist.org/observations/712106","http://static.inaturalist.org/photos/894686/medium.jpg?1401686942","johngcramer",712106,"Red-tailed Hawk","Aves",5212,"false",2,0,"2014-05-31","2014-05-31","","Pacific Time (US & Canada)",9303,"","","","false",710,"2014-06-02 00:28:56 -0500","2014-10-18 21:27:02 -0500","research","",NA,"false",2014-05-31 00:00:00
"Cinclus mexicanus","2014-05-31 00:00:00 -0800","A bird observed on a rocks in the middle of the Ohanapecosh River.","Ohanapecosh, Mt. Rainier National Park",46.798532,-121.559172,"","American Dipper","http://www.inaturalist.org/observations/712069","http://static.inaturalist.org/photos/894647/medium.jpg?1401685512","johngcramer",712069,"American Dipper","Aves",7643,"false",4,0,"2014-05-31","2014-05-31","","Pacific Time (US & Canada)",NA,"","","","false",710,"2014-06-02 00:04:58 -0500","2014-10-18 21:26:58 -0500","research","",NA,"false",2014-05-31 00:00:00
"Tamias townsendii","2014-05-31 00:00:00 -0800","","Box Canyon, Mt. Rainier National Park",46.765666,-121.634535,"","Townsend's Chipmunk","http://www.inaturalist.org/observations/712013","http://static.inaturalist.org/photos/894569/medium.jpg?1401682162","johngcramer",712013,"Townsend's Chipmunk","Mammalia",46218,"false",1,0,"2014-05-31","2014-05-31","","Pacific Time (US & Canada)",1486,"","","","false",710,"2014-06-01 23:09:17 -0500","2014-10-18 21:26:54 -0500","research","",NA,"false",2014-05-31 00:00:00
"Tachycineta thalassina","2014-06-01 00:00:00 -0800","","Stevens Canyon Rd, Mt. Rainier National Park",46.759049,-121.646829,"","Violet-green Swallow","http://www.inaturalist.org/observations/711982","http://static.inaturalist.org/photos/894529/medium.jpg?1401680907","johngcramer",711982,"Violet-green Swallow","Aves",11931,"false",2,0,"2014-06-01","2014-06-01","","Pacific Time (US & Canada)",9303,"","","","false",710,"2014-06-01 22:48:24 -0500","2014-10-18 21:26:53 -0500","research","",NA,"false",2014-06-01 00:00:00
"Perisoreus canadensis","2014-06-01 00:00:00 -0800","","Reflections Lakes, Mt. Rainier National Park",46.769692,-121.73022,"","Gray Jay","http://www.inaturalist.org/observations/711976","http://static.inaturalist.org/photos/894520/medium.jpg?1401680536","johngcramer",711976,"Gray Jay","Aves",8335,"false",2,0,"2014-06-01","2014-06-01","","Pacific Time (US & Canada)",298,"","","","true",710,"2014-06-01 22:42:13 -0500","2014-10-18 21:26:52 -0500","research","",NA,"false",2014-06-01 00:00:00
"Ixoreus naevius","2014-05-31 00:00:00 -0800","Seen foraging under a tree.","Box Canyon, Mt. Rainier National Park",46.762491,-121.63093,"","Varied Thrush","http://www.inaturalist.org/observations/711779","http://static.inaturalist.org/photos/894281/medium.jpg?1401674278","johngcramer",711779,"Varied Thrush","Aves",145088,"false",4,0,"2014-05-31","2014-05-31","","Pacific Time (US & Canada)",NA,"","","","false",710,"2014-06-01 20:57:54 -0500","2015-01-14 18:59:20 -0600","research","",NA,"false",2014-05-31 00:00:00
"Corvus corax","2014-05-31 00:00:00 -0800","","Box Canyon, Mt. Rainier National Park",46.765666,-121.634535,"","Common Raven","http://www.inaturalist.org/observations/711762","http://static.inaturalist.org/photos/894255/medium.jpg?1401674001","johngcramer",711762,"Common Raven","Aves",8010,"false",2,0,"2014-05-31","2014-05-31","","Pacific Time (US & Canada)",1486,"","","","false",710,"2014-06-01 20:53:17 -0500","2014-10-18 21:26:36 -0500","research","",NA,"false",2014-05-31 00:00:00
"Dendragapus fuliginosus","2014-05-31 00:00:00 -0800","","Mt. Rainier",46.772465,-121.61793,"","Sooty Grouse","http://www.inaturalist.org/observations/711631","http://static.inaturalist.org/photos/894080/medium.jpg?1401670824","johngcramer",711631,"Sooty Grouse","Aves",72797,"false",2,0,"2014-05-31","2014-05-31","","Pacific Time (US & Canada)",NA,"","","","true",710,"2014-06-01 20:00:21 -0500","2014-10-18 21:26:25 -0500","research","",NA,"false",2014-05-31 00:00:00
"Vulpes vulpes","2014-05-17 00:00:00 -0800","","paradise, wa mount rainier",46.78622,-121.735372,"","Red Fox","http://www.inaturalist.org/observations/689542","http://static.inaturalist.org/photos/866959/medium.JPG?1400646022","marynavarro",689542,"Red Fox","Mammalia",42069,"false",1,0,"2014-05-17","2014-05-17","","Pacific Time (US & Canada)",1485,"","","","false",34399,"2014-05-20 23:20:14 -0500","2014-10-18 21:05:19 -0500","research","CC-BY-NC",NA,"false",2014-05-17 00:00:00
"Phasianidae","2014-05-17 00:00:00 -0800","","paradise, wa mount rainier",46.78622,-121.735372,"","Pheasants, Grouse, and Allies","http://www.inaturalist.org/observations/689517","http://static.inaturalist.org/photos/866920/medium.JPG?1400644553","marynavarro",689517,"Pheasants, Grouse, and Allies","Aves",574,"false",3,0,"2014-05-17","2014-05-17","","Pacific Time (US & Canada)",1485,"","","","",34399,"2014-05-20 22:55:48 -0500","2014-10-18 21:05:16 -0500","needs_id","CC-BY-NC",NA,"false",2014-05-17 00:00:00
"Callospermophilus saturatus","2013-10-14 00:00:00 -0700","","Mt. Rainier",46.788777,-121.740961,"","Cascade Golden-mantled Ground Squirrel","http://www.inaturalist.org/observations/638500","http://static.inaturalist.org/photos/803650/medium.jpg?1398207575","sarahprice3110",638500,"Cascade Golden-mantled Ground Squirrel","Mammalia",180009,"false",3,1,"2013-10-14","2013-10-14","","Mountain Time (US & Canada)",363,"","","","false",36401,"2014-04-22 17:59:26 -0500","2014-10-18 20:14:12 -0500","research","CC-BY-NC",NA,"false",2013-10-14 00:00:00
"Marmota caligata","2009-08-26 00:00:00 -0800","Along the Skyline Trail.","Mount Rainier National Park, Washington",46.789388,-121.854515,"Hoary Marmot, Mount Rainier National Park","Hoary Marmot","http://www.inaturalist.org/observations/555056","http://static.inaturalist.org/photos/707608/medium.jpg?1394120421","michaelhanrahan",555056,"Hoary Marmot","Mammalia",46087,"false",1,0,"2009-08-26","2009-08-26","","Pacific Time (US & Canada)",1455,"","","","false",31660,"2014-03-06 09:40:13 -0600","2014-10-20 10:42:41 -0500","research","CC-BY-NC",NA,"false",2009-08-26 00:00:00
